"","modality","question","word","given_count","selected_count","model_rating","select_rate","r_modality","p_modality"
"205","Mouth","Mouth.2","ataulting",128,66,0.15810081,0.515625,-0.141169451427894,0.473656811565385
"206","Mouth","Mouth.2","bicrinations",128,49,0.18348718,0.3828125,-0.141169451427894,0.473656811565385
"207","Mouth","Mouth.2","concinging",128,53,0.17878942,0.4140625,-0.141169451427894,0.473656811565385
"208","Mouth","Mouth.2","erpechitades",128,50,0.78265953,0.390625,-0.141169451427894,0.473656811565385
"209","Mouth","Mouth.2","phongishments",128,72,0.7812286,0.5625,-0.141169451427894,0.473656811565385
"210","Mouth","Mouth.2","scuptitally",128,50,0.12128568,0.390625,-0.141169451427894,0.473656811565385
"211","Mouth","Mouth.3","bambeagna",144,68,0.77951777,0.472222222222222,-0.141169451427894,0.473656811565385
"212","Mouth","Mouth.3","boincole",144,69,0.7713749,0.479166666666667,-0.141169451427894,0.473656811565385
"213","Mouth","Mouth.3","chaspection",144,67,0.21619304,0.465277777777778,-0.141169451427894,0.473656811565385
"214","Mouth","Mouth.3","enrogiciously",144,73,0.27240083,0.506944444444444,-0.141169451427894,0.473656811565385
"215","Mouth","Mouth.3","fereniration",144,50,0.2368675,0.347222222222222,-0.141169451427894,0.473656811565385
"216","Mouth","Mouth.3","frumbered",144,49,0.1596216,0.340277777777778,-0.141169451427894,0.473656811565385
"217","Mouth","Mouth.3","squeasts",144,56,0.75884265,0.388888888888889,-0.141169451427894,0.473656811565385
"218","Mouth","Mouth.4","conscrastions",147,47,0.7560132,0.319727891156463,-0.141169451427894,0.473656811565385
"219","Mouth","Mouth.4","obsightness",147,30,0.24728431,0.204081632653061,-0.141169451427894,0.473656811565385
"220","Mouth","Mouth.4","risitating",147,79,0.24793337,0.537414965986395,-0.141169451427894,0.473656811565385
"221","Mouth","Mouth.4","saglidity",147,93,0.120568946,0.63265306122449,-0.141169451427894,0.473656811565385
"222","Mouth","Mouth.4","snially",147,80,0.7575769,0.54421768707483,-0.141169451427894,0.473656811565385
"223","Mouth","Mouth.4","urerrivuration",147,59,0.15489636,0.401360544217687,-0.141169451427894,0.473656811565385
"224","Mouth","Mouth.4","zimbazza",147,53,0.7488281,0.360544217687075,-0.141169451427894,0.473656811565385
"225","Olfactory","Olfactory.1","acchots",159,78,0.040865034,0.490566037735849,0.183752428195587,0.349273369832507
"226","Olfactory","Olfactory.1","corsenations",159,76,0.12409171,0.477987421383648,0.183752428195587,0.349273369832507
"227","Olfactory","Olfactory.1","myrticates",159,63,0.61717045,0.39622641509434,0.183752428195587,0.349273369832507
"228","Olfactory","Olfactory.1","squeanings",159,38,0.059749447,0.238993710691824,0.183752428195587,0.349273369832507
"229","Olfactory","Olfactory.1","susteries",159,75,0.6144511,0.471698113207547,0.183752428195587,0.349273369832507
"230","Olfactory","Olfactory.1","tygranate",159,62,0.63915235,0.389937106918239,0.183752428195587,0.349273369832507
"231","Olfactory","Olfactory.1","urpharities",159,85,0,0.534591194968553,0.183752428195587,0.349273369832507
"232","Olfactory","Olfactory.2","ascodiments",138,59,0.58781546,0.427536231884058,0.183752428195587,0.349273369832507
